issue_id,issue_type,severity,component,user_impact,business_impact,complexity,urgency,affected_users,days_old,num_comments,num_assignees,estimated_hours,actual_hours,has_attachments,is_reproducible,requires_approval,is_completed,priority
ISS-0934,Enhancement,High,Infrastructure,3,10,2,6,94,298,2,2,10.679277019163827,20.912960274088302,True,True,False,True,High
ISS-0935,Bug,High,Frontend,1,2,3,9,107,346,7,3,47.01064102687268,28.10526434654645,False,True,False,True,High
ISS-0936,Bug,Medium,Backend,9,2,2,2,110,191,3,3,5.250581373541722,3.8386537877027562,True,True,False,True,High
ISS-0937,Bug,Medium,Database,2,8,8,5,100,194,5,2,16.9100212814122,13.86371980964059,False,True,True,True,High
ISS-0938,Bug,Medium,Infrastructure,8,4,2,9,100,238,6,1,9.342068182869694,5.995046297590289,False,True,False,True,High
ISS-0939,Enhancement,Critical,Infrastructure,4,7,2,5,111,296,5,1,13.444217803009655,9.286805829607015,True,True,False,True,High
ISS-0940,Bug,Medium,API,2,10,3,5,101,124,8,2,8.229658756496306,6.686591865592794,False,True,False,True,High
ISS-0941,Bug,Low,Frontend,8,3,1,3,95,123,6,1,2.1035395212928245,,True,True,False,False,High
ISS-0942,Bug,Medium,Frontend,7,10,2,10,104,327,8,3,5.009750734173568,7.831289674552959,False,True,False,True,High
ISS-0943,Performance,Critical,Infrastructure,9,2,6,8,110,67,8,4,2.9047027011446263,2.1015896283844873,False,True,False,True,High
ISS-0944,Feature Request,High,Backend,4,7,10,4,96,5,2,1,5.313622346151059,,False,True,False,False,High
ISS-0945,Bug,High,Backend,7,6,6,7,103,156,2,2,2.95854965389812,,False,False,False,False,High
ISS-0946,Bug,Medium,Mobile,9,7,7,8,103,364,5,1,1.1569917529053697,,False,True,False,False,High
ISS-0947,Feature Request,Medium,Backend,6,4,9,7,98,117,9,3,13.602784782660736,,False,True,False,False,High
ISS-0948,Bug,Medium,Database,6,1,4,5,97,194,8,1,11.441263594786506,6.146837300692024,False,False,False,True,High
ISS-0949,Feature Request,High,Infrastructure,10,10,8,1,88,176,5,2,13.089994515764477,,False,True,False,False,High
ISS-0950,Performance,High,Database,9,8,8,1,94,122,3,1,8.337422712080542,6.653187893550812,True,False,True,True,High
ISS-0951,Security,High,Backend,6,10,10,6,98,185,8,2,14.696177525440921,,False,True,False,False,High
ISS-0952,Documentation,High,Frontend,5,6,2,2,94,252,5,1,8.686882499692608,7.123746281736781,False,True,True,True,High
ISS-0953,Enhancement,Critical,Database,7,5,4,8,85,15,9,1,19.0547436295275,28.284335860596112,False,True,False,True,High
ISS-0954,Feature Request,Medium,Database,7,10,9,5,101,312,6,1,1.3806036264998642,1.678136395118132,True,False,False,True,High
ISS-0955,Enhancement,High,Frontend,9,3,10,10,111,284,3,1,2.378743574374209,,False,True,False,False,High
ISS-0956,Feature Request,High,Infrastructure,5,10,5,3,104,282,4,1,6.378058117100831,12.457025065127935,True,True,True,True,High
ISS-0957,Documentation,Critical,Frontend,1,9,1,3,107,62,4,3,1.502433617993689,,False,True,True,False,High
ISS-0958,Bug,High,API,9,1,9,6,112,270,4,1,4.632718904919933,6.493644973741005,False,True,False,True,High
ISS-0959,Feature Request,Medium,Database,2,9,9,5,100,327,5,1,12.704754606005581,15.99225334385164,False,True,True,True,High
ISS-0960,Documentation,Low,API,1,6,1,4,108,229,2,1,5.030413888525912,4.72418612398933,True,True,True,True,High
ISS-0961,Bug,Critical,Infrastructure,9,3,5,9,105,24,5,2,4.511052494314551,8.8743017676659,False,True,False,True,High
ISS-0962,Bug,Low,Database,5,6,5,5,109,280,11,1,15.463259045204161,,True,False,False,False,High
ISS-0963,Feature Request,Medium,Mobile,2,1,9,5,89,203,8,1,9.66138043252763,,False,True,False,False,High
ISS-0964,Security,High,API,4,4,9,6,95,125,8,1,12.92827233216746,,False,True,False,False,High
ISS-0965,Bug,Critical,API,8,8,1,3,105,236,1,2,19.764802059934194,37.098876216786856,False,True,False,True,High
ISS-0966,Bug,Medium,API,6,5,3,5,106,142,5,1,3.993257528464695,,True,True,True,False,High
ISS-0967,Feature Request,Medium,API,5,5,10,2,125,348,6,1,4.353952247195764,,True,False,True,False,High
ISS-0968,Enhancement,Medium,API,2,1,9,4,102,38,4,1,19.643845866315893,18.100656367610874,False,True,False,True,High
ISS-0969,Documentation,High,Frontend,5,3,8,5,86,156,2,1,21.66923845328356,12.80572068154604,False,True,False,True,High
ISS-0970,Enhancement,Medium,Infrastructure,8,5,1,10,99,213,10,1,25.441754531696034,20.0140018969496,False,True,False,True,High
ISS-0971,Performance,Low,Mobile,8,7,1,3,106,350,4,2,6.048690820349714,11.189625697064528,False,False,False,True,High
ISS-0972,Feature Request,Medium,API,4,5,7,4,103,152,1,3,6.42473843447649,12.480796673493243,False,True,False,True,High
ISS-0973,Feature Request,High,Database,6,4,9,1,131,25,8,2,31.19614694183263,,False,False,False,False,High
ISS-0974,Enhancement,Medium,Backend,4,9,7,6,92,196,6,3,16.42256918489235,,False,False,True,False,High
ISS-0975,Bug,Low,API,3,5,3,10,96,291,3,1,14.6856546905204,17.776942934763863,False,True,False,True,High
ISS-0976,Bug,Medium,Backend,9,3,10,4,93,143,3,1,6.908733399580774,5.230945502169581,False,True,False,True,High
ISS-0977,Performance,Low,Frontend,2,10,6,1,111,109,2,2,2.4047969153040754,2.7762381108354184,True,True,False,True,High
ISS-0978,Bug,High,Backend,3,2,2,10,87,110,6,2,12.944944674517773,18.706865436032587,False,True,False,True,High
ISS-0979,Bug,Medium,Database,7,10,3,7,98,116,5,2,3.9411661817951322,3.298461983403818,False,True,False,True,High
ISS-0980,Bug,Low,API,10,6,9,1,108,15,4,1,4.948438530435279,4.1811142365118386,False,True,False,True,High
ISS-0981,Performance,Medium,API,8,6,10,10,80,27,5,3,17.952565239903947,,False,True,False,False,High
ISS-0982,Bug,Medium,API,9,6,6,4,102,46,4,1,2.8230837570805685,,False,True,False,False,High
ISS-0983,Feature Request,High,Mobile,4,4,1,3,99,88,3,1,5.724163255434216,11.243814176161333,True,True,False,True,High
ISS-0984,Bug,Medium,Frontend,4,8,2,8,107,76,8,3,15.669471461101136,,False,True,True,False,High
ISS-0985,Documentation,Medium,Frontend,10,3,3,3,107,260,4,2,3.1810262124199356,,False,True,False,False,High
ISS-0986,Bug,Low,Frontend,7,4,10,5,99,330,2,3,9.057537386024643,6.087035016679808,False,False,True,True,High
ISS-0987,Bug,Medium,Backend,1,6,5,10,98,113,3,2,4.536355549878637,,False,True,True,False,High
ISS-0988,Documentation,Low,Backend,1,9,5,1,104,81,6,3,1.6198176799056272,1.9860255405771292,False,True,False,True,High
ISS-0989,Bug,High,Database,8,4,3,1,116,223,4,1,8.460655429300353,,False,True,False,False,High
ISS-0990,Performance,High,Frontend,5,1,10,10,89,199,5,4,1.1167573320329272,,False,True,False,False,High
ISS-0991,Enhancement,Low,API,3,3,2,9,107,319,5,1,1.437215354216466,,False,True,False,False,High
ISS-0992,Enhancement,Medium,Frontend,1,9,4,3,93,356,6,1,10.671975438074012,6.631342687840362,False,True,False,True,High
ISS-0993,Enhancement,Critical,Mobile,8,2,5,5,129,334,10,2,2.1193702837938555,,False,True,False,False,High
ISS-0994,Bug,High,API,6,7,6,5,114,350,5,1,3.3324099683721076,,True,False,False,False,High
ISS-0995,Security,Medium,Backend,8,10,10,10,100,157,7,1,2.3422418311694635,1.5330467436195476,False,False,False,True,High
ISS-0996,Feature Request,Low,API,8,4,9,3,118,110,8,1,41.18533665062243,54.04870429184525,False,False,False,True,High
ISS-0997,Feature Request,High,Mobile,6,4,3,1,102,91,7,1,24.66018009620913,,False,True,False,False,High
ISS-0998,Documentation,High,Mobile,7,1,8,10,106,339,6,4,14.654212237574377,,False,False,False,False,High
ISS-0999,Documentation,Medium,API,1,9,10,2,84,139,2,2,3.1454890613113045,,False,True,False,False,High
ISS-1000,Performance,High,Infrastructure,3,8,5,5,92,215,8,1,5.85408924556582,4.78127297722927,False,True,False,True,High
